	movie_id	movie_title	movie_genres_str
430	431	Highlander (1986)	['unknown', 'Action']
431	432	Fantasia (1940)	['Adventure', 'Animation', 'Musical']
432	433	Heathers (1989)	"[""Children's""]"
433	434	Forbidden Planet (1956)	['Sci-Fi']
434	435	Butch Cassidy and the Sundance Kid (1969)	"['unknown', ""Children's"", 'unknown']"
435	436	American Werewolf in London, An (1981)	['Film-Noir']
436	437	Amityville 1992: It's About Time (1992)	['Film-Noir']
437	438	Amityville 3-D (1983)	['Film-Noir']
438	439	Amityville: A New Generation (1993)	['Film-Noir']
439	440	Amityville II: The Possession (1982)	['Film-Noir']
440	441	Amityville Horror, The (1979)	['Film-Noir']
441	442	Amityville Curse, The (1990)	['Film-Noir']
442	443	Birds, The (1963)	['Film-Noir']
443	444	Blob, The (1958)	['Film-Noir', 'Sci-Fi']
444	445	Body Snatcher, The (1945)	['Film-Noir']
445	446	Burnt Offerings (1976)	['Film-Noir']
446	447	Carrie (1976)	['Film-Noir']
447	448	Omen, The (1976)	['Film-Noir']
448	449	Star Trek: The Motion Picture (1979)	['unknown', 'Action', 'Sci-Fi']
449	450	Star Trek V: The Final Frontier (1989)	['unknown', 'Action', 'Sci-Fi']
450	451	Grease (1978)	"[""Children's"", 'Musical', 'Romance']"
451	452	Jaws 2 (1978)	['unknown', 'Film-Noir']
452	453	Jaws 3-D (1983)	['unknown', 'Film-Noir']
453	454	Bastard Out of Carolina (1996)	['Documentary']
454	455	Jackie Chan's First Strike (1996)	['unknown']
455	456	Beverly Hills Ninja (1997)	"['unknown', ""Children's""]"
456	457	Free Willy 3: The Rescue (1997)	['Action', 'Animation', 'Documentary']
457	458	Nixon (1995)	['Documentary']
458	459	Cry, the Beloved Country (1995)	['Documentary']
459	460	Crossing Guard, The (1995)	['Documentary']
460	461	Smoke (1995)	['Documentary']
461	462	Like Water For Chocolate (Como agua para chocolate) (1992)	['Documentary', 'Romance']
462	463	Secret of Roan Inish, The (1994)	['Action']
463	464	Vanya on 42nd Street (1994)	['Documentary']
464	465	Jungle Book, The (1994)	['Action', 'Animation', 'Romance']
465	466	Red Rock West (1992)	['Thriller']
466	467	Bronx Tale, A (1993)	['Documentary']
467	468	Rudy (1993)	['Documentary']
468	469	Short Cuts (1993)	['Documentary']
469	470	Tombstone (1993)	['unknown']
470	471	Courage Under Fire (1996)	['Documentary', 'Western']
471	472	Dragonheart (1996)	['unknown', 'Action', 'Drama']
472	473	James and the Giant Peach (1996)	['Adventure', 'Animation', 'Musical']
473	474	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	['Sci-Fi', 'Western']
474	475	Trainspotting (1996)	['Documentary']
475	476	First Wives Club, The (1996)	"[""Children's""]"
476	477	Matilda (1996)	"['Animation', ""Children's""]"
477	478	Philadelphia Story, The (1940)	"[""Children's"", 'Romance']"
478	479	Vertigo (1958)	['Mystery', 'Thriller']
479	480	North by Northwest (1959)	"[""Children's"", 'Thriller']"
480	481	Apartment, The (1960)	"[""Children's"", 'Documentary']"
481	482	Some Like It Hot (1959)	"[""Children's"", 'Comedy']"
482	483	Casablanca (1942)	['Documentary', 'Romance', 'Western']
483	484	Maltese Falcon, The (1941)	['Fantasy', 'Mystery']
484	485	My Fair Lady (1964)	['Musical', 'Romance']
485	486	Sabrina (1954)	"[""Children's"", 'Romance']"
486	487	Roman Holiday (1953)	"[""Children's"", 'Romance']"
487	488	Sunset Blvd. (1950)	['Fantasy']
488	489	Notorious (1946)	['Fantasy', 'Romance', 'Thriller']
489	490	To Catch a Thief (1955)	"[""Children's"", 'Romance', 'Thriller']"
490	491	Adventures of Robin Hood, The (1938)	['unknown', 'Action']
491	492	East of Eden (1955)	['Documentary']
492	493	Thin Man, The (1934)	['Mystery']
493	494	His Girl Friday (1940)	"[""Children's""]"
494	495	Around the World in 80 Days (1956)	"['Action', ""Children's""]"
495	496	It's a Wonderful Life (1946)	['Documentary']
496	497	Bringing Up Baby (1938)	"[""Children's""]"
497	498	African Queen, The (1951)	['unknown', 'Action', 'Romance', 'Western']
498	499	Cat on a Hot Tin Roof (1958)	['Documentary']
499	500	Fly Away Home (1996)	['Action', 'Animation']
500	501	Dumbo (1941)	['Adventure', 'Animation', 'Musical']
501	502	Bananas (1971)	"[""Children's"", 'Western']"
502	503	Candidate, The (1972)	['Documentary']
503	504	Bonnie and Clyde (1967)	['Comedy', 'Documentary']
504	505	Dial M for Murder (1954)	['Mystery', 'Thriller']
505	506	Rebel Without a Cause (1955)	['Documentary']
506	507	Streetcar Named Desire, A (1951)	['Documentary']
507	508	People vs. Larry Flynt, The (1996)	['Documentary']
508	509	My Left Foot (1989)	['Documentary']
509	510	Magnificent Seven, The (1954)	['unknown', 'Documentary', 'unknown']
510	511	Lawrence of Arabia (1962)	['Action', 'Western']
511	512	Wings of Desire (1987)	"[""Children's"", 'Documentary', 'Romance']"
512	513	Third Man, The (1949)	['Mystery', 'Thriller']
513	514	Annie Hall (1977)	"[""Children's"", 'Romance']"
514	515	Boot, Das (1981)	['unknown', 'Documentary', 'Western']
515	516	Local Hero (1983)	"[""Children's""]"
516	517	Manhattan (1979)	"[""Children's"", 'Documentary', 'Romance']"
517	518	Miller's Crossing (1990)	['Documentary']
518	519	Treasure of the Sierra Madre, The (1948)	['Action']
519	520	Great Escape, The (1963)	['Action', 'Western']
520	521	Deer Hunter, The (1978)	['Documentary', 'Western']
521	522	Down by Law (1986)	"[""Children's"", 'Documentary']"
522	523	Cool Hand Luke (1967)	"[""Children's"", 'Documentary']"
523	524	Great Dictator, The (1940)	"[""Children's""]"
524	525	Big Sleep, The (1946)	['Fantasy', 'Mystery']
525	526	Ben-Hur (1959)	['unknown', 'Action', 'Documentary']
526	527	Gandhi (1982)	['Documentary']
527	528	Killing Fields, The (1984)	['Documentary', 'Western']
528	529	My Life as a Dog (Mitt liv som hund) (1985)	['Documentary']
529	530	Man Who Would Be King, The (1975)	['Action']
530	531	Shine (1996)	['Documentary', 'Romance']
531	532	Kama Sutra: A Tale of Love (1996)	['Romance']
532	533	Daytrippers, The (1996)	['Mystery']
533	534	Traveller (1997)	['Documentary']
534	535	Addicted to Love (1997)	"[""Children's"", 'Romance']"
535	536	Ponette (1996)	['Documentary']
536	537	My Own Private Idaho (1991)	['Documentary']
537	538	Anastasia (1997)	['Adventure', 'Animation', 'Musical']
538	539	Mouse Hunt (1997)	"['Animation', ""Children's""]"
539	540	Money Train (1995)	['unknown']
540	541	Mortal Kombat (1995)	['unknown', 'Action']
541	542	Pocahontas (1995)	['Adventure', 'Animation', 'Musical', 'Romance']
542	543	Misérables, Les (1995)	['Documentary', 'Musical']
543	544	Things to Do in Denver when You're Dead (1995)	['Comedy', 'Documentary', 'Romance']
544	545	Vampire in Brooklyn (1995)	"[""Children's"", 'Romance']"
545	546	Broken Arrow (1996)	['unknown', 'Thriller']
546	547	Young Poisoner's Handbook, The (1995)	['Comedy']
547	548	NeverEnding Story III, The (1994)	['Animation', 'Drama']
548	549	Rob Roy (1995)	['Documentary', 'Romance', 'Western']
549	550	Die Hard: With a Vengeance (1995)	['unknown', 'Thriller']
550	551	Lord of Illusions (1995)	['Film-Noir']
551	552	Species (1995)	['Sci-Fi']
552	553	Walk in the Clouds, A (1995)	['Documentary', 'Romance']
553	554	Waterworld (1995)	['unknown', 'Action']
554	555	White Man's Burden (1995)	['Documentary']
555	556	Wild Bill (1995)	['unknown']
556	557	Farinelli: il castrato (1994)	['Documentary', 'Musical']
557	558	Heavenly Creatures (1994)	['Documentary', 'Drama', 'Thriller']
558	559	Interview with the Vampire (1994)	['Documentary', 'Film-Noir']
559	560	Kid in King Arthur's Court, A (1995)	"['Action', 'Animation', ""Children's"", 'Drama', 'Romance', 'Sci-Fi']"
560	561	Mary Shelley's Frankenstein (1994)	['Documentary', 'Film-Noir']
561	562	Quick and the Dead, The (1995)	['unknown', 'Action', 'unknown']
562	563	Stephen King's The Langoliers (1995)	['Film-Noir']
563	564	Tales from the Hood (1995)	"[""Children's"", 'Film-Noir']"
564	565	Village of the Damned (1995)	['Film-Noir', 'Thriller']
565	566	Clear and Present Danger (1994)	['unknown', 'Action', 'Thriller']
566	567	Wes Craven's New Nightmare (1994)	['Film-Noir']
567	568	Speed (1994)	['unknown', 'Romance', 'Thriller']
568	569	Wolf (1994)	['Documentary', 'Film-Noir']
569	570	Wyatt Earp (1994)	['unknown']
570	571	Another Stakeout (1993)	"[""Children's"", 'Thriller']"
571	572	Blown Away (1994)	['unknown', 'Thriller']
572	573	Body Snatchers (1993)	['Film-Noir', 'Sci-Fi', 'Thriller']
573	574	Boxing Helena (1993)	['Mystery', 'Romance', 'Thriller']
574	575	City Slickers II: The Legend of Curly's Gold (1994)	"[""Children's"", 'unknown']"
575	576	Cliffhanger (1993)	['unknown', 'Action', 'Comedy']
576	577	Coneheads (1993)	"[""Children's"", 'Sci-Fi']"
577	578	Demolition Man (1993)	['unknown', 'Sci-Fi']
578	579	Fatal Instinct (1993)	"[""Children's""]"
579	580	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	"[""Children's"", 'Romance']"
580	581	Kalifornia (1993)	['Documentary', 'Thriller']
581	582	Piano, The (1993)	['Documentary', 'Romance']
582	583	Romeo Is Bleeding (1993)	['Comedy', 'Thriller']
583	584	Secret Garden, The (1993)	['Animation', 'Documentary']
584	585	Son in Law (1993)	"[""Children's""]"
585	586	Terminal Velocity (1994)	['unknown']
586	587	Hour of the Pig, The (1993)	['Documentary', 'Mystery']
587	588	Beauty and the Beast (1991)	['Adventure', 'Animation', 'Musical']
588	589	Wild Bunch, The (1969)	['unknown']
589	590	Hellraiser: Bloodline (1996)	['unknown', 'Film-Noir', 'Sci-Fi']
590	591	Primal Fear (1996)	['Documentary', 'Thriller']
591	592	True Crime (1995)	['Mystery', 'Thriller']
592	593	Stalingrad (1993)	['Western']
593	594	Heavy (1995)	['Documentary', 'Romance']
594	595	Fan, The (1996)	['Thriller']
595	596	Hunchback of Notre Dame, The (1996)	['Adventure', 'Animation', 'Musical']
596	597	Eraser (1996)	['unknown', 'Thriller']
597	598	Big Squeeze, The (1996)	"[""Children's"", 'Documentary']"
598	599	Police Story 4: Project S (Chao ji ji hua) (1993)	['unknown']
599	600	Daniel Defoe's Robinson Crusoe (1996)	['Animation']
600	601	For Whom the Bell Tolls (1943)	['Action', 'Western']
601	602	American in Paris, An (1951)	['Musical', 'Romance']
602	603	Rear Window (1954)	['Mystery', 'Thriller']
603	604	It Happened One Night (1934)	"[""Children's""]"
604	605	Meet Me in St. Louis (1944)	['Musical']
605	606	All About Eve (1950)	['Documentary']
606	607	Rebecca (1940)	['Romance', 'Thriller']
607	608	Spellbound (1945)	['Mystery', 'Romance', 'Thriller']
608	609	Father of the Bride (1950)	"[""Children's""]"
609	610	Gigi (1958)	['Musical']
610	611	Laura (1944)	['Comedy', 'Fantasy', 'Mystery']
611	612	Lost Horizon (1937)	['Documentary']
612	613	My Man Godfrey (1936)	"[""Children's""]"
613	614	Giant (1956)	['Documentary']
614	615	39 Steps, The (1935)	['Thriller']
615	616	Night of the Living Dead (1968)	['Film-Noir', 'Sci-Fi']
616	617	Blue Angel, The (Blaue Engel, Der) (1930)	['Documentary']
617	618	Picnic (1955)	['Documentary']
618	619	Extreme Measures (1996)	['Documentary', 'Thriller']
619	620	Chamber, The (1996)	['Documentary']
620	621	Davy Crockett, King of the Wild Frontier (1955)	['unknown']
621	622	Swiss Family Robinson (1960)	['Action', 'Animation']
622	623	Angels in the Outfield (1994)	"['Animation', ""Children's""]"
623	624	Three Caballeros, The (1945)	['Adventure', 'Animation', 'Musical']
624	625	Sword in the Stone, The (1963)	['Adventure', 'Animation']
625	626	So Dear to My Heart (1949)	['Animation', 'Documentary']
626	627	Robin Hood: Prince of Thieves (1991)	['Documentary']
627	628	Sleepers (1996)	['Comedy', 'Documentary']
628	629	Victor/Victoria (1982)	"[""Children's"", 'Musical']"
629	630	Great Race, The (1965)	"[""Children's"", 'Musical']"
630	631	Crying Game, The (1992)	['unknown', 'Documentary', 'Romance', 'Western']
631	632	Sophie's Choice (1982)	['Documentary']
632	633	Christmas Carol, A (1938)	['Documentary']
633	634	Microcosmos: Le peuple de l'herbe (1996)	['Crime']
634	635	Fog, The (1980)	['Film-Noir']
635	636	Escape from New York (1981)	['unknown', 'Action', 'Sci-Fi', 'Thriller']
636	637	Howling, The (1981)	"[""Children's"", 'Film-Noir']"
637	638	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	['Documentary']
638	639	Tin Drum, The (Blechtrommel, Die) (1979)	['Documentary']
639	640	Cook the Thief His Wife & Her Lover, The (1989)	['Documentary']
640	641	Paths of Glory (1957)	['Documentary', 'Western']
641	642	Grifters, The (1990)	['Comedy', 'Documentary', 'Fantasy']
642	643	The Innocent (1994)	['Documentary', 'Romance']
643	644	Thin Blue Line, The (1988)	['Crime']
644	645	Paris Is Burning (1990)	['Crime']
645	646	Once Upon a Time in the West (1969)	['unknown']
646	647	Ran (1985)	['Documentary', 'Western']
647	648	Quiet Man, The (1952)	"[""Children's"", 'Romance']"
648	649	Once Upon a Time in America (1984)	['Comedy', 'Documentary', 'Thriller']
649	650	Seventh Seal, The (Sjunde inseglet, Det) (1957)	['Documentary']
650	651	Glory (1989)	['unknown', 'Documentary', 'Western']
651	652	Rosencrantz and Guildenstern Are Dead (1990)	"[""Children's"", 'Documentary']"
652	653	Touch of Evil (1958)	['Comedy', 'Fantasy', 'Thriller']
653	654	Chinatown (1974)	['Fantasy', 'Mystery', 'Thriller']
654	655	Stand by Me (1986)	"['Action', ""Children's"", 'Documentary']"
655	656	M (1931)	['Comedy', 'Fantasy', 'Thriller']
656	657	Manchurian Candidate, The (1962)	['Fantasy', 'Thriller']
657	658	Pump Up the Volume (1990)	['Documentary']
658	659	Arsenic and Old Lace (1944)	"[""Children's"", 'Mystery', 'Thriller']"
659	660	Fried Green Tomatoes (1991)	['Documentary']
660	661	High Noon (1952)	['unknown']
661	662	Somewhere in Time (1980)	['Documentary', 'Romance']
662	663	Being There (1979)	"[""Children's""]"
663	664	Paris, Texas (1984)	['Documentary']
664	665	Alien 3 (1992)	['unknown', 'Film-Noir', 'Sci-Fi', 'Thriller']
665	666	Blood For Dracula (Andy Warhol's Dracula) (1974)	['Film-Noir']
666	667	Audrey Rose (1977)	['Film-Noir']
667	668	Blood Beach (1981)	['unknown', 'Film-Noir']
668	669	Body Parts (1991)	['Film-Noir']
669	670	Body Snatchers (1993)	['Film-Noir', 'Sci-Fi', 'Thriller']
670	671	Bride of Frankenstein (1935)	['Film-Noir']
671	672	Candyman (1992)	['Film-Noir']
672	673	Cape Fear (1962)	['Fantasy', 'Thriller']
673	674	Cat People (1982)	['Film-Noir']
674	675	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	['Film-Noir']
675	676	Crucible, The (1996)	['Documentary']
676	677	Fire on the Mountain (1996)	['Crime']
677	678	Volcano (1997)	['Documentary', 'Thriller']
678	679	Conan the Barbarian (1981)	['unknown', 'Action']
679	680	Kull the Conqueror (1997)	['unknown', 'Action']
680	681	Wishmaster (1997)	['Film-Noir']
681	682	I Know What You Did Last Summer (1997)	['Film-Noir', 'Mystery', 'Thriller']
682	683	Rocket Man (1997)	"[""Children's""]"
683	684	In the Line of Fire (1993)	['unknown', 'Thriller']
684	685	Executive Decision (1996)	['unknown', 'Thriller']
685	686	Perfect World, A (1993)	['unknown', 'Documentary']
686	687	McHale's Navy (1997)	"[""Children's"", 'Western']"
687	688	Leave It to Beaver (1997)	"[""Children's""]"
688	689	Jackal, The (1997)	['unknown', 'Thriller']
689	690	Seven Years in Tibet (1997)	['Documentary', 'Western']
690	691	Dark City (1998)	['Fantasy', 'Sci-Fi', 'Thriller']
691	692	American President, The (1995)	"[""Children's"", 'Documentary', 'Romance']"
692	693	Casino (1995)	['Documentary']
693	694	Persuasion (1995)	['Romance']
694	695	Kicking and Screaming (1995)	"[""Children's"", 'Documentary']"
695	696	City Hall (1996)	['Documentary', 'Thriller']
696	697	Basketball Diaries, The (1995)	['Documentary']
697	698	Browning Version, The (1994)	['Documentary']
698	699	Little Women (1994)	['Documentary']
699	700	Miami Rhapsody (1995)	"[""Children's""]"
700	701	Wonderful, Horrible Life of Leni Riefenstahl, The (1993)	['Crime']
701	702	Barcelona (1994)	"[""Children's"", 'Romance']"
702	703	Widows' Peak (1994)	['Documentary']
703	704	House of the Spirits, The (1993)	['Documentary', 'Romance']
704	705	Singin' in the Rain (1952)	['Musical', 'Romance']
705	706	Bad Moon (1996)	['Film-Noir']
706	707	Enchanted April (1991)	['Documentary']
707	708	Sex, Lies, and Videotape (1989)	['Documentary']
708	709	Strictly Ballroom (1992)	"[""Children's"", 'Romance']"
709	710	Better Off Dead... (1985)	"[""Children's""]"
710	711	Substance of Fire, The (1996)	['Documentary']
711	712	Tin Men (1987)	"[""Children's"", 'Documentary']"
712	713	Othello (1995)	['Documentary']
713	714	Carrington (1995)	['Documentary', 'Romance']
714	715	To Die For (1995)	"[""Children's"", 'Documentary']"
715	716	Home for the Holidays (1995)	['Documentary', 'Romance']
716	717	Juror, The (1996)	['Documentary', 'Thriller']
717	718	In the Bleak Midwinter (1995)	"[""Children's""]"
718	719	Canadian Bacon (1994)	"[""Children's"", 'Western']"
719	720	First Knight (1995)	['unknown', 'Action', 'Documentary', 'Romance']
720	721	Mallrats (1995)	"[""Children's""]"
721	722	Nine Months (1995)	"[""Children's""]"
722	723	Boys on the Side (1995)	"[""Children's"", 'Documentary']"
723	724	Circle of Friends (1995)	['Documentary', 'Romance']
724	725	Exit to Eden (1994)	"[""Children's""]"
725	726	Fluke (1995)	['Animation', 'Documentary']
726	727	Immortal Beloved (1994)	['Documentary', 'Romance']
727	728	Junior (1994)	"[""Children's"", 'Sci-Fi']"
728	729	Nell (1994)	['Documentary']
729	730	Queen Margot (Reine Margot, La) (1994)	['Documentary', 'Romance']
730	731	Corrina, Corrina (1994)	"[""Children's"", 'Documentary', 'Romance']"
731	732	Dave (1993)	"[""Children's"", 'Romance']"
732	733	Go Fish (1994)	['Documentary', 'Romance']
733	734	Made in America (1993)	"[""Children's""]"
734	735	Philadelphia (1993)	['Documentary']
735	736	Shadowlands (1993)	['Documentary', 'Romance']
736	737	Sirens (1994)	"[""Children's"", 'Documentary']"
737	738	Threesome (1994)	"[""Children's"", 'Romance']"
738	739	Pretty Woman (1990)	"[""Children's"", 'Romance']"
739	740	Jane Eyre (1996)	['Documentary', 'Romance']
740	741	Last Supper, The (1995)	['Documentary', 'Thriller']
741	742	Ransom (1996)	['Documentary', 'Thriller']
742	743	Crow: City of Angels, The (1996)	['unknown', 'Thriller']
743	744	Michael Collins (1996)	['Documentary', 'Western']
744	745	Ruling Class, The (1972)	"[""Children's""]"
745	746	Real Genius (1985)	"[""Children's""]"
746	747	Benny & Joon (1993)	"[""Children's"", 'Romance']"
747	748	Saint, The (1997)	['unknown', 'Romance', 'Thriller']
748	749	MatchMaker, The (1997)	"[""Children's"", 'Romance']"
749	750	Amistad (1997)	['Documentary']
750	751	Tomorrow Never Dies (1997)	['unknown', 'Romance', 'Thriller']
751	752	Replacement Killers, The (1998)	['unknown', 'Thriller']
752	753	Burnt By the Sun (1994)	['Documentary']
753	754	Red Corner (1997)	['Comedy', 'Thriller']
754	755	Jumanji (1995)	['unknown', 'Action', 'Animation', 'Drama', 'Sci-Fi']
755	756	Father of the Bride Part II (1995)	"[""Children's""]"
756	757	Across the Sea of Time (1995)	['Crime']
757	758	Lawnmower Man 2: Beyond Cyberspace (1996)	['Sci-Fi', 'Thriller']
758	759	Fair Game (1995)	['unknown']
759	760	Screamers (1995)	['Sci-Fi']
760	761	Nick of Time (1995)	['unknown', 'Thriller']
761	762	Beautiful Girls (1996)	['Documentary']
762	763	Happy Gilmore (1996)	"[""Children's""]"
763	764	If Lucy Fell (1996)	"[""Children's"", 'Romance']"
764	765	Boomerang (1992)	"[""Children's"", 'Romance']"
765	766	Man of the Year (1995)	['Crime']
766	767	Addiction, The (1995)	['Film-Noir']
767	768	Casper (1995)	['Action', 'Animation']
768	769	Congo (1995)	['unknown', 'Action', 'Mystery', 'Sci-Fi']
769	770	Devil in a Blue Dress (1995)	['Comedy', 'Fantasy', 'Mystery', 'Thriller']
770	771	Johnny Mnemonic (1995)	['unknown', 'Sci-Fi', 'Thriller']
771	772	Kids (1995)	['Documentary']
772	773	Mute Witness (1994)	['Thriller']
773	774	Prophecy, The (1995)	['Film-Noir']
774	775	Something to Talk About (1995)	"[""Children's"", 'Documentary', 'Romance']"
775	776	Three Wishes (1995)	['Documentary']
776	777	Castle Freak (1995)	['Film-Noir']
777	778	Don Juan DeMarco (1995)	"[""Children's"", 'Documentary', 'Romance']"
778	779	Drop Zone (1994)	['unknown']
779	780	Dumb & Dumber (1994)	"[""Children's""]"
780	781	French Kiss (1995)	"[""Children's"", 'Romance']"
781	782	Little Odessa (1994)	['Documentary']
782	783	Milk Money (1994)	"[""Children's"", 'Romance']"
783	784	Beyond Bedlam (1993)	['Documentary', 'Film-Noir']
784	785	Only You (1994)	"[""Children's"", 'Romance']"
785	786	Perez Family, The (1995)	"[""Children's"", 'Romance']"
786	787	Roommates (1995)	"[""Children's"", 'Documentary']"
787	788	Relative Fear (1994)	['Film-Noir', 'Thriller']
788	789	Swimming with Sharks (1995)	"[""Children's"", 'Documentary']"
789	790	Tommy Boy (1995)	"[""Children's""]"
790	791	Baby-Sitters Club, The (1995)	['Animation']
791	792	Bullets Over Broadway (1994)	"[""Children's""]"
792	793	Crooklyn (1994)	"[""Children's""]"
793	794	It Could Happen to You (1994)	['Documentary', 'Romance']
794	795	Richie Rich (1994)	"['Animation', ""Children's""]"
795	796	Speechless (1994)	"[""Children's"", 'Romance']"
796	797	Timecop (1994)	['unknown', 'Sci-Fi']
797	798	Bad Company (1995)	['unknown']
798	799	Boys Life (1995)	['Documentary']
799	800	In the Mouth of Madness (1995)	['Film-Noir', 'Thriller']
800	801	Air Up There, The (1994)	"[""Children's""]"
801	802	Hard Target (1993)	['unknown', 'Action', 'Comedy', 'Thriller']
802	803	Heaven & Earth (1993)	['unknown', 'Documentary', 'Western']
803	804	Jimmy Hollywood (1994)	"[""Children's""]"
804	805	Manhattan Murder Mystery (1993)	"[""Children's"", 'Mystery']"
805	806	Menace II Society (1993)	['unknown', 'Comedy', 'Documentary']
806	807	Poetic Justice (1993)	['Documentary']
807	808	Program, The (1993)	['unknown', 'Documentary']
808	809	Rising Sun (1993)	['unknown', 'Documentary', 'Mystery']
809	810	Shadow, The (1994)	['unknown']
810	811	Thirty-Two Short Films About Glenn Gould (1993)	['Crime']
811	812	Andre (1994)	['Action', 'Animation']
812	813	Celluloid Closet, The (1995)	['Crime']
813	814	Great Day in Harlem, A (1994)	['Crime']
814	815	One Fine Day (1996)	['Documentary', 'Romance']
815	816	Candyman: Farewell to the Flesh (1995)	['Film-Noir']
816	817	Frisk (1995)	['Documentary']
817	818	Girl 6 (1996)	"[""Children's""]"
818	819	Eddie (1996)	"[""Children's""]"
819	820	Space Jam (1996)	"['Action', 'Adventure', 'Animation', ""Children's"", 'Drama']"
820	821	Mrs. Winterbourne (1996)	"[""Children's"", 'Romance']"
821	822	Faces (1968)	['Documentary']
822	823	Mulholland Falls (1996)	['Comedy', 'Fantasy', 'Thriller']
823	824	Great White Hype, The (1996)	"[""Children's""]"
824	825	Arrival, The (1996)	['unknown', 'Sci-Fi', 'Thriller']
825	826	Phantom, The (1996)	['Action']
826	827	Daylight (1996)	['unknown', 'Action', 'Thriller']
827	828	Alaska (1996)	['Action', 'Animation']
828	829	Fled (1996)	['unknown', 'Action']
829	830	Power 98 (1995)	['unknown', 'Mystery', 'Thriller']
830	831	Escape from L.A. (1996)	['unknown', 'Action', 'Sci-Fi', 'Thriller']
831	832	Bogus (1996)	['Animation', 'Documentary', 'Drama']
832	833	Bulletproof (1996)	['unknown']
833	834	Halloween: The Curse of Michael Myers (1995)	['Film-Noir', 'Thriller']
834	835	Gay Divorcee, The (1934)	"[""Children's"", 'Musical', 'Romance']"
835	836	Ninotchka (1939)	"[""Children's"", 'Romance']"
836	837	Meet John Doe (1941)	['Documentary']
837	838	In the Line of Duty 2 (1987)	['unknown']
838	839	Loch Ness (1995)	['Film-Noir', 'Thriller']
839	840	Last Man Standing (1996)	['unknown', 'Documentary', 'unknown']
840	841	Glimmer Man, The (1996)	['unknown', 'Thriller']
841	842	Pollyanna (1960)	"['Animation', ""Children's"", 'Documentary']"
842	843	Shaggy Dog, The (1959)	"['Animation', ""Children's""]"
843	844	Freeway (1996)	['Comedy']
844	845	That Thing You Do! (1996)	"[""Children's""]"
845	846	To Gillian on Her 37th Birthday (1996)	['Documentary', 'Romance']
846	847	Looking for Richard (1996)	['Crime', 'Documentary']
847	848	Murder, My Sweet (1944)	['Fantasy', 'Thriller']
848	849	Days of Thunder (1990)	['unknown', 'Romance']
849	850	Perfect Candidate, A (1996)	['Crime']
850	851	Two or Three Things I Know About Her (1966)	['Documentary']
851	852	Bloody Child, The (1996)	['Documentary', 'Thriller']
852	853	Braindead (1992)	"[""Children's"", 'Film-Noir']"
853	854	Bad Taste (1987)	"[""Children's"", 'Film-Noir']"
854	855	Diva (1981)	['unknown', 'Documentary', 'Mystery', 'Romance', 'Thriller']
855	856	Night on Earth (1991)	"[""Children's"", 'Documentary']"
856	857	Paris Was a Woman (1995)	['Crime']
857	858	Amityville: Dollhouse (1996)	['Film-Noir']
858	859	April Fool's Day (1986)	"[""Children's"", 'Film-Noir']"
859	860	Believers, The (1987)	['Film-Noir', 'Thriller']
860	861	Nosferatu a Venezia (1986)	['Film-Noir']
861	862	Jingle All the Way (1996)	"['Action', 'Animation', ""Children's""]"
862	863	Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)	['Documentary']
863	864	My Fellow Americans (1996)	"[""Children's""]"
864	865	Ice Storm, The (1997)	['Documentary']
865	866	Michael (1996)	"[""Children's"", 'Romance']"
866	867	Whole Wide World, The (1996)	['Documentary']
867	868	Hearts and Minds (1996)	['Documentary']
868	869	Fools Rush In (1997)	"[""Children's"", 'Romance']"
869	870	Touch (1997)	['Romance']
870	871	Vegas Vacation (1997)	"[""Children's""]"
871	872	Love Jones (1997)	['Romance']
872	873	Picture Perfect (1997)	"[""Children's"", 'Romance']"
873	874	Career Girls (1997)	['Documentary']
874	875	She's So Lovely (1997)	['Documentary', 'Romance']
875	876	Money Talks (1997)	"['unknown', ""Children's""]"
876	877	Excess Baggage (1997)	['Action', 'Romance']
877	878	That Darn Cat! (1997)	"['Animation', ""Children's"", 'Mystery']"
878	879	Peacemaker, The (1997)	['unknown', 'Thriller', 'Western']
879	880	Soul Food (1997)	['Documentary']
880	881	Money Talks (1997)	"['unknown', ""Children's""]"
881	882	Washington Square (1997)	['Documentary']
882	883	Telling Lies in America (1997)	['Documentary']
883	884	Year of the Horse (1997)	['Crime']
884	885	Phantoms (1998)	['Film-Noir']
885	886	Life Less Ordinary, A (1997)	['Romance', 'Thriller']
886	887	Eve's Bayou (1997)	['Documentary']
887	888	One Night Stand (1997)	['Documentary']
888	889	Tango Lesson, The (1997)	['Romance']
889	890	Mortal Kombat: Annihilation (1997)	['unknown', 'Action']
890	891	Bent (1997)	['Documentary', 'Western']
891	892	Flubber (1997)	"['Animation', ""Children's"", 'Drama']"
892	893	For Richer or Poorer (1997)	"[""Children's""]"
893	894	Home Alone 3 (1997)	"['Animation', ""Children's""]"
894	895	Scream 2 (1997)	['Film-Noir', 'Thriller']
895	896	Sweet Hereafter, The (1997)	['Documentary']
896	897	Time Tracers (1995)	['unknown', 'Action', 'Sci-Fi']
897	898	Postman, The (1997)	['Documentary']
898	899	Winter Guest, The (1997)	['Documentary']
